D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_315.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_315.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_315.jpg, 0, 0, 0, 7.874311E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_424.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_424.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_424.jpg, 0, 0, 0, 7.824162E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_529.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_529.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_529.jpg, 0, 0, 0, 7.793756E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_631.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_631.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_631.jpg, 0, 0, 0, 7.786785E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_732.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_732.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_732.jpg, 0, 0, 0, 7.869204E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_836.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_836.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_836.jpg, 0, 0, 0, 7.826274E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_48_939.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_48_939.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_48_939.jpg, 0, 0, 0, 7.807263E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_044.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_044.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_044.jpg, 0, 0, 0, 7.94822E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_144.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_144.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_144.jpg, 0, 0, 0, 7.831985E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_250.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_250.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_250.jpg, 0, 0, 0, 7.792677E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_360.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_360.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_360.jpg, 0, 0, 0, 7.86023E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_465.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_465.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_465.jpg, 0, 0, 0, 7.780856E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_570.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_570.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_570.jpg, 0, 0, 0, 7.840218E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_677.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_677.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_677.jpg, 0, 0, 0, 7.809413E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_785.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_785.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_785.jpg, 0, 0, 0, 7.867085E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_892.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_892.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_892.jpg, 0, 0, 0, 7.845106E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_49_998.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_49_998.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_49_998.jpg, 0, 0, 0, 7.854138E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_105.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_105.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_105.jpg, 0, 0, 0, 7.994889E-05
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_212.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_212.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_212.jpg, 0, 0.3218622, 0, 0.2133013
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_319.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_319.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_319.jpg, 0, 0.6631383, 0, 0.9032813
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_425.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_425.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_425.jpg, 0, 0.9803805, 0, 1.889542
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_524.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_524.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_524.jpg, 0, 1, 0, 3.021421
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_625.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_625.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_625.jpg, 0, 1, 0, 4.192182
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_734.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_734.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_734.jpg, 0, 1, 0, 5.355992
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_840.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_840.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_840.jpg, 0, 1, 0, 6.737784
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_50_943.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_50_943.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_50_943.jpg, 0, 1, 0, 7.876993
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_049.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_049.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_049.jpg, -0.0280341, 1, 0, 9.004982
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_153.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_153.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_153.jpg, -0.3345249, 1, 0, 10.09076
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_254.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_254.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_254.jpg, -0.2975277, 1, 0, 11.15292
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_356.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_356.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_356.jpg, -0.09878013, 1, 0, 12.57156
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_464.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_464.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_464.jpg, -0.1485342, 1, 0, 13.42469
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_569.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_569.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_569.jpg, 0, 1, 0, 14.6171
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_676.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_676.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_676.jpg, 0, 1, 0, 15.85472
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_781.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_781.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_781.jpg, -0.3128718, 1, 0, 16.9142
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_884.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_884.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_884.jpg, -0.03006896, 1, 0, 17.86769
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_51_994.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_51_994.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_51_994.jpg, 0, 1, 0, 19.00946
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_097.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_097.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_097.jpg, -0.3400326, 1, 0, 20.17005
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_204.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_204.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_204.jpg, -0.4153515, 1, 0, 20.95837
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_310.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_310.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_310.jpg, -0.2985145, 1, 0, 22.02229
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_413.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_413.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_413.jpg, -0.603663, 1, 0, 22.87915
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_519.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_519.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_519.jpg, -0.3104673, 1, 0, 24.0496
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_625.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_625.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_625.jpg, -0.6273954, 1, 0, 24.94285
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_729.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_729.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_729.jpg, -0.6199635, 1, 0, 25.72508
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_837.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_837.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_837.jpg, -0.2662854, 1, 0, 26.8998
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_52_943.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_52_943.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_52_943.jpg, 0, 1, 0, 27.82391
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_53_047.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_53_047.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_53_047.jpg, 0, 1, 0, 28.74054
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_53_148.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_53_148.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_53_148.jpg, 0, 1, 0, 29.65875
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_53_250.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_53_250.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_53_250.jpg, 0.2087784, 1, 0, 30.17565
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_53_356.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_53_356.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_53_356.jpg, 0.06781799, 1, 0, 30.18822
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_53_460.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_53_460.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_53_460.jpg, 0, 1, 0, 30.18708
D:\Self_Driving_Car\IMG\center_2023_09_14_13_51_53_564.jpg, D:\Self_Driving_Car\IMG\left_2023_09_14_13_51_53_564.jpg, D:\Self_Driving_Car\IMG\right_2023_09_14_13_51_53_564.jpg, 0, 1, 0, 30.18999
